Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270033","Holdings with land size 2-<5","1990","1994","ha","38508","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270033","Holdings with land size 2-<5","1990","1994","No","12336","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270033","Holdings with land size 2-<5","2000","2003","ha","22554","E","Estimated value","Utilized agricultural area. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270033","Holdings with land size 2-<5","2000","2003","No","7240","E","Estimated value","Agricultural area. Interpolated data. Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270034","Holdings with land size 3-<4","2010","2010","ha","5864","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","1895","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270034","Holdings with land size 3-<4","2020","2020","ha","5554","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270034","Holdings with land size 3-<4","2020","2020","No","1824","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270035","Holdings with land size 4-<5","2010","2010","ha","5631","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","1820","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270035","Holdings with land size 4-<5","2020","2020","ha","5333","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270035","Holdings with land size 4-<5","2020","2020","No","1752","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270036","Holdings with land size 5-<10","1990","1994","ha","36802","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270036","Holdings with land size 5-<10","1990","1994","No","5427","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270036","Holdings with land size 5-<10","2000","2003","ha","19652","E","Estimated value","Utilized agricultural area. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270036","Holdings with land size 5-<10","2000","2003","No","2850","E","Estimated value","Agricultural area. Interpolated data. Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270036","Holdings with land size 5-<10","2010","2010","ha","13890","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","2030","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270036","Holdings with land size 5-<10","2020","2020","ha","13880","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270036","Holdings with land size 5-<10","2020","2020","No","2010","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270037","Holdings with land size 10-<20","1990","1994","ha","26246","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270037","Holdings with land size 10-<20","1990","1994","No","1982","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270037","Holdings with land size 10-<20","2000","2003","ha","21197","E","Estimated value","Utilized agricultural area. Interpolated data"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270037","Holdings with land size 10-<20","2000","2003","No","1522","E","Estimated value","Agricultural area. Interpolated data. Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270037","Holdings with land size 10-<20","2010","2010","ha","13980","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","1010","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270037","Holdings with land size 10-<20","2020","2020","ha","14080","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270037","Holdings with land size 10-<20","2020","2020","No","1040","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270038","Holdings with land size 20-<50","1990","1994","ha","22361","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270038","Holdings with land size 20-<50","1990","1994","No","789","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270038","Holdings with land size 20-<50","2000","2003","ha","25723","A","Official figure","Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270038","Holdings with land size 20-<50","2000","2003","No","845","A","Official figure","Agricultural area. Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270038","Holdings with land size 20-<50","2010","2010","ha","19820","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","660","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270038","Holdings with land size 20-<50","2020","2020","ha","23110","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270038","Holdings with land size 20-<50","2020","2020","No","760","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270039","Holdings with land size 50-<100","1990","1994","ha","11153","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270039","Holdings with land size 50-<100","1990","1994","No","170","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270039","Holdings with land size 50-<100","2000","2003","ha","17951","A","Official figure","Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270039","Holdings with land size 50-<100","2000","2003","No","256","A","Official figure","Agricultural area. Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270039","Holdings with land size 50-<100","2010","2010","ha","14570","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","220","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","270039","Holdings with land size 50-<100","2020","2020","ha","20380","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","270039","Holdings with land size 50-<100","2020","2020","No","300","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","2700300","Holdings with land size 100-<200","1990","1994","ha","19357","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","2700300","Holdings with land size 100-<200","1990","1994","No","77","A","Official figure",""
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","2700300","Holdings with land size 100-<200","2000","2003","ha","28716","A","Official figure","Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","2700300","Holdings with land size 100-<200","2000","2003","No","160","A","Official figure","Agricultural area. Utilized agricultural area"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","2700300","Holdings with land size 100-<200","2010","2010","ha","19770","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","120","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","50260","Area","2700300","Holdings with land size 100-<200","2020","2020","ha","27830","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","196","Cyprus","60850","Number","2700300","Holdings with land size 100-<200","2020","2020","No","160","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270066","Holdings without land","2010","2010","No","290","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270066","Holdings without land","2020","2020","No","470","A","Official figure",""
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270030","Holdings with land size 0-<1","2000","2000","ha","5137","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270030","Holdings with land size 0-<1","2000","2000","No","16368","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270030","Holdings with land size 0-<1","2010","2010","ha","600","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","652","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270030","Holdings with land size 0-<1","2020","2020","ha","820","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","1354","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270031","Holdings with land size 1-<2","2000","2000","ha","11924","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270031","Holdings with land size 1-<2","2000","2000","No","8697","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270031","Holdings with land size 1-<2","2010","2010","ha","1220","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","1328","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270031","Holdings with land size 1-<2","2020","2020","ha","1670","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","2756","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270032","Holdings with land size 2-<3","2010","2010","ha","1352","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","427","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270032","Holdings with land size 2-<3","2020","2020","ha","3017","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270032","Holdings with land size 2-<3","2020","2020","No","922","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270033","Holdings with land size 2-<5","2000","2000","ha","29879","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270033","Holdings with land size 2-<5","2000","2000","No","9722","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270034","Holdings with land size 3-<4","2010","2010","ha","1346","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","425","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270034","Holdings with land size 3-<4","2020","2020","ha","3001","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270034","Holdings with land size 3-<4","2020","2020","No","917","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270035","Holdings with land size 4-<5","2010","2010","ha","1292","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","408","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270035","Holdings with land size 4-<5","2020","2020","ha","2882","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270035","Holdings with land size 4-<5","2020","2020","No","881","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270036","Holdings with land size 5-<10","2000","2000","ha","43318","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270036","Holdings with land size 5-<10","2000","2000","No","6225","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270036","Holdings with land size 5-<10","2010","2010","ha","29390","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","4180","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270036","Holdings with land size 5-<10","2020","2020","ha","31660","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270036","Holdings with land size 5-<10","2020","2020","No","4390","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270037","Holdings with land size 10-<20","2000","2000","ha","74474","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270037","Holdings with land size 10-<20","2000","2000","No","5345","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270037","Holdings with land size 10-<20","2010","2010","ha","55590","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","3950","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270037","Holdings with land size 10-<20","2020","2020","ha","60720","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270037","Holdings with land size 10-<20","2020","2020","No","4300","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270038","Holdings with land size 20-<50","2000","2000","ha","134779","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270038","Holdings with land size 20-<50","2000","2000","No","4379","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270038","Holdings with land size 20-<50","2010","2010","ha","138180","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","4370","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270038","Holdings with land size 20-<50","2020","2020","ha","155540","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270038","Holdings with land size 20-<50","2020","2020","No","4890","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270039","Holdings with land size 50-<100","2000","2000","ha","128596","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270039","Holdings with land size 50-<100","2000","2000","No","1844","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270039","Holdings with land size 50-<100","2010","2010","ha","169360","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","2420","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","270039","Holdings with land size 50-<100","2020","2020","ha","213960","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","270039","Holdings with land size 50-<100","2020","2020","No","3030","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","2700300","Holdings with land size 100-<200","2000","2000","ha","154665","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","2700300","Holdings with land size 100-<200","2000","2000","No","1105","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","2700300","Holdings with land size 100-<200","2010","2010","ha","3085160","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","4420","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","2700300","Holdings with land size 100-<200","2020","2020","ha","3019300","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","2700300","Holdings with land size 100-<200","2020","2020","No","5000","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","2700301","Holdings with land size 200-<500","2000","2000","ha","289745","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","2700301","Holdings with land size 200-<500","2000","2000","No","902","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","2700302","Holdings with land size 500-<1000","2000","2000","ha","555147","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","2700302","Holdings with land size 500-<1000","2000","2000","No","752","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","50260","Area","2700304","Holdings with land size >=1000","2000","2000","ha","2215504","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","203","Czechia","60850","Number","2700304","Holdings with land size >=1000","2000","2000","No","1148","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","180","Democratic Republic of the Congo","50260","Area","270030","Holdings with land size 0-<1","1990","1990","ha","1500400","A","Official figure","Cultivated area"
"WCAD","Structural data from agricultural censuses","180","Democratic Republic of the Congo","60850","Number","270030","Holdings with land size 0-<1","1990","1990","No","3882900","A","Official figure","Cultivated area"
"WCAD","Structural data from agricultural censuses","180","Democratic Republic of the Congo","50260","Area","270031","Holdings with land size 1-<2","1990","1990","ha","552500","A","Official figure","Cultivated area"
"WCAD","Structural data from agricultural censuses","180","Democratic Republic of the Congo","60850","Number","270031","Holdings with land size 1-<2","1990","1990","No","468100","A","Official figure","Cultivated area"
"WCAD","Structural data from agricultural censuses","180","Democratic Republic of the Congo","50260","Area","270033","Holdings with land size 2-<5","1990","1990","ha","334800","A","Official figure","Cultivated area"
"WCAD","Structural data from agricultural censuses","180","Democratic Republic of the Congo","60850","Number","270033","Holdings with land size 2-<5","1990","1990","No","128600","A","Official figure","Cultivated area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270066","Holdings without land","2010","2010","No","860","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270066","Holdings without land","2020","2020","No","1000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270030","Holdings with land size 0-<1","2010","2010","ha","115","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","171","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270030","Holdings with land size 0-<1","2020","2020","ha","392","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","497","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270031","Holdings with land size 1-<2","2000","1999/00","ha","3140","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270031","Holdings with land size 1-<2","2000","1999/00","No","980","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270031","Holdings with land size 1-<2","2010","2010","ha","235","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","349","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270031","Holdings with land size 1-<2","2020","2020","ha","798","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","1013","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270032","Holdings with land size 2-<3","2010","2010","ha","1156","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","322","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270032","Holdings with land size 2-<3","2020","2020","ha","5240","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270032","Holdings with land size 2-<3","2020","2020","No","1502","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270033","Holdings with land size 2-<5","2000","1999/00","ha","5350","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270033","Holdings with land size 2-<5","2000","1999/00","No","1020","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270034","Holdings with land size 3-<4","2010","2010","ha","1150","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","320","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270034","Holdings with land size 3-<4","2020","2020","ha","5213","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270034","Holdings with land size 3-<4","2020","2020","No","1494","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270035","Holdings with land size 4-<5","2010","2010","ha","1104","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","308","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270035","Holdings with land size 4-<5","2020","2020","ha","5006","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270035","Holdings with land size 4-<5","2020","2020","No","1435","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270036","Holdings with land size 5-<10","1990","1989","ha","95462","A","Official figure","Agricultural area. <10 ha"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270036","Holdings with land size 5-<10","1990","1989","No","14749","A","Official figure","Agricultural area. <10 ha"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270036","Holdings with land size 5-<10","2000","1999/00","ha","79990","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270036","Holdings with land size 5-<10","2000","1999/00","No","9460","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270036","Holdings with land size 5-<10","2010","2010","ha","57640","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","8050","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270036","Holdings with land size 5-<10","2020","2020","ha","49780","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270036","Holdings with land size 5-<10","2020","2020","No","6890","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270037","Holdings with land size 10-<20","1990","1989","ha","284791","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270037","Holdings with land size 10-<20","1990","1989","No","19605","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270037","Holdings with land size 10-<20","2000","1999/00","ha","185360","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270037","Holdings with land size 10-<20","2000","1999/00","No","11530","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270037","Holdings with land size 10-<20","2010","2010","ha","112080","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","7790","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270037","Holdings with land size 10-<20","2020","2020","ha","78550","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270037","Holdings with land size 10-<20","2020","2020","No","5490","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270038","Holdings with land size 20-<50","1990","1989","ha","1007856","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270038","Holdings with land size 20-<50","1990","1989","No","31348","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270038","Holdings with land size 20-<50","2000","1999/00","ha","599480","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270038","Holdings with land size 20-<50","2000","1999/00","No","17170","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270038","Holdings with land size 20-<50","2010","2010","ha","296550","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","9210","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270038","Holdings with land size 20-<50","2020","2020","ha","203580","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270038","Holdings with land size 20-<50","2020","2020","No","6310","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270039","Holdings with land size 50-<100","1990","1989","ha","818355","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270039","Holdings with land size 50-<100","1990","1989","No","12162","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270039","Holdings with land size 50-<100","2000","1999/00","ha","853950","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270039","Holdings with land size 50-<100","2000","1999/00","No","11510","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270039","Holdings with land size 50-<100","2010","2010","ha","426090","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","5920","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","270039","Holdings with land size 50-<100","2020","2020","ha","301840","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","270039","Holdings with land size 50-<100","2020","2020","No","4160","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","2700300","Holdings with land size 100-<200","1990","1989","ha","567663","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","60850","Number","2700300","Holdings with land size 100-<200","1990","1989","No","3403","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","208","Denmark","50260","Area","2700300","Holdings with land size 100-<200","2000","1999/00","ha","1151460","A","Official figure","Agricultural area"
