country_iso_code,country_name,agricultural_census_decade,agricultural_census_year,total_area_ha,number_of_properties,farm_size_lower_limit,farm_size_upper_limit
208,Denmark,2000,1999,5350.0,1020,2,5
208,Denmark,2000,1999,79990.0,9460,5,10
208,Denmark,2000,1999,185360.0,11530,10,20
208,Denmark,2000,1999,599480.0,17170,20,50
208,Denmark,2000,1999,853950.0,11510,50,100
208,Denmark,2000,1999,1151460.0,6160,100,200
208,Denmark,2010,2010,115.0,171,0,1
208,Denmark,2010,2010,235.0,349,1,2
208,Denmark,2010,2010,1156.0,322,2,3
208,Denmark,2010,2010,1150.0,320,3,4
208,Denmark,2010,2010,1104.0,308,4,5
208,Denmark,2010,2010,57640.0,8050,5,10
208,Denmark,2010,2010,112080.0,7790,10,20
208,Denmark,2010,2010,296550.0,9210,20,50
208,Denmark,2010,2010,426090.0,5920,50,100
208,Denmark,2010,2010,1750750.0,8080,100,200
208,Denmark,2020,2020,392.0,497,0,1
208,Denmark,2020,2020,798.0,1013,1,2
208,Denmark,2020,2020,5240.0,1502,2,3
208,Denmark,2020,2020,5213.0,1494,3,4
208,Denmark,2020,2020,5006.0,1435,4,5
208,Denmark,2020,2020,49780.0,6890,5,10
208,Denmark,2020,2020,78550.0,5490,10,20
208,Denmark,2020,2020,203580.0,6310,20,50
208,Denmark,2020,2020,301840.0,4160,50,100
208,Denmark,2020,2020,1979530.0,7300,100,200
212,Dominica,1990,1995,1783.0,4800,0,1
212,Dominica,1990,1995,3196.0,1922,1,2
212,Dominica,1990,1995,4618.0,1654,2,5
212,Dominica,1990,1995,2942.0,443,5,10
212,Dominica,1990,1995,1181.0,89,10,20
212,Dominica,1990,1995,2119.0,69,20,50
212,Dominica,1990,1995,2112.0,30,50,100
212,Dominica,1990,1995,1902.0,14,100,200
212,Dominica,1990,1995,1293.0,5,200,500
218,Ecuador,2000,1999,95834.0,248398,0,1
218,Ecuador,2000,1999,156016.0,117660,1,2
218,Ecuador,2000,1999,522375.0,169251,2,5
218,Ecuador,2000,1999,688987.0,101066,5,10
218,Ecuador,2000,1999,1017807.0,75660,10,20
218,Ecuador,2000,1999,2372027.0,76792,20,50
218,Ecuador,2000,1999,2242409.0,34498,50,100
218,Ecuador,2000,1999,1666879.0,12941,100,200
218,Ecuador,2000,1999,3593497.0,6616,200,500
818,Egypt,1990,1990,810298.0,2579426,0,1
818,Egypt,1990,1990,755564.0,579415,1,2
818,Egypt,1990,1990,662860.0,243402,2,5
818,Egypt,1990,1990,314329.0,48318,5,10
818,Egypt,1990,1990,236968.0,18157,10,20
818,Egypt,1990,1990,517262.0,6784,20,50
818,Egypt,2000,1999,1403153.0,3955941,0,1
818,Egypt,2000,1999,665914.0,365362,1,2
818,Egypt,2000,1999,684168.0,170625,2,5
818,Egypt,2000,1999,353250.0,35996,5,10
818,Egypt,2000,1999,236010.0,10953,10,20
818,Egypt,2000,1999,408204.0,3007,20,50
818,Egypt,2010,2009,1144189.0,3428424,0,1
818,Egypt,2010,2009,738629.0,622844,1,2
818,Egypt,2010,2009,438113.0,196031,2,3
818,Egypt,2010,2009,163992.0,49058,3,4
818,Egypt,2010,2009,162005.0,36551,4,5
818,Egypt,2010,2009,444783.0,72897,5,10
818,Egypt,2010,2009,290779.0,24300,10,20
818,Egypt,2010,2009,181450.0,6897,20,50
818,Egypt,2010,2009,85003.0,1202,50,100
818,Egypt,2010,2009,60086.0,850,100,200
818,Egypt,2010,2009,377901.0,478,200,500
233,Estonia,2000,2001,4694.0,13450,0,1
233,Estonia,2000,2001,19631.0,14065,1,2
233,Estonia,2000,2001,52658.0,16545,2,5
233,Estonia,2000,2001,76356.0,10818,5,10
233,Estonia,2000,2001,107814.0,7759,10,20
233,Estonia,2000,2001,125751.0,4239,20,50
233,Estonia,2000,2001,66346.0,973,50,100
233,Estonia,2000,2001,422549.0,1020,100,200
233,Estonia,2010,2010,962.0,728,0,1
233,Estonia,2010,2010,1958.0,1482,1,2
233,Estonia,2010,2010,4779.0,1441,2,3
233,Estonia,2010,2010,4755.0,1433,3,4
233,Estonia,2010,2010,4566.0,1376,4,5
233,Estonia,2010,2010,29300.0,4070,5,10
233,Estonia,2010,2010,48690.0,3470,10,20
233,Estonia,2010,2010,81020.0,2650,20,50
233,Estonia,2010,2010,76210.0,1090,50,100
233,Estonia,2010,2010,688710.0,1720,100,200
233,Estonia,2020,2020,86.0,72,0,1
233,Estonia,2020,2020,174.0,148,1,2
233,Estonia,2020,2020,858.0,244,2,3
233,Estonia,2020,2020,853.0,243,3,4
233,Estonia,2020,2020,819.0,233,4,5
233,Estonia,2020,2020,21240.0,2910,5,10
233,Estonia,2020,2020,32050.0,2260,10,20
233,Estonia,2020,2020,65130.0,2040,20,50
233,Estonia,2020,2020,73390.0,1040,50,100
233,Estonia,2020,2020,780720.0,1930,100,200
231,Ethiopia,1990,1989,1796780.0,4392500,0,1
231,Ethiopia,1990,1989,1715800.0,1227640,1,2
231,Ethiopia,1990,1989,1238800.0,452670,2,5
231,Ethiopia,1990,1989,107700.0,18040,5,10
231,Ethiopia,1990,1989,11940.0,990,10,20
231,Ethiopia,2000,2001,2993645.0,6762166,0,1
231,Ethiopia,2000,2001,3682947.0,2612288,1,2
231,Ethiopia,2000,2001,3605515.0,1276773,2,5
231,Ethiopia,2000,2001,612070.0,97037,5,10
231,Ethiopia,2000,2001,153072.0,10333,10,20
242,Fiji,1990,1991,11358.0,41320,0,1
242,Fiji,1990,1991,16132.0,11211,1,2
242,Fiji,1990,1991,65189.0,18703,2,5
242,Fiji,1990,1991,87283.0,12703,5,10
242,Fiji,1990,1991,85334.0,6332,10,20
242,Fiji,1990,1991,98141.0,3173,20,50
242,Fiji,1990,1991,95471.0,1407,50,100
242,Fiji,1990,1991,132499.0,551,100,200
242,Fiji,2010,2009,11820.0,28564,0,1
242,Fiji,2010,2009,15795.0,9212,1,2
242,Fiji,2010,2009,13700.0,7991,2,3
242,Fiji,2010,2009,16594.0,4221,3,4
242,Fiji,2010,2009,14510.0,3691,4,5
242,Fiji,2010,2009,46866.0,6917,5,10
242,Fiji,2010,2009,41491.0,3041,10,20
242,Fiji,2010,2009,29118.0,990,20,50
242,Fiji,2010,2009,21397.0,285,50,100
242,Fiji,2010,2009,40567.0,126,100,200
242,Fiji,2020,2020,15601.0,44477,0,1
242,Fiji,2020,2020,13020.0,7701,1,2
242,Fiji,2020,2020,11293.0,6680,2,3
242,Fiji,2020,2020,8995.0,2270,3,4
242,Fiji,2020,2020,7866.0,1985,4,5
242,Fiji,2020,2020,20660.0,3000,5,10
242,Fiji,2020,2020,18313.0,1355,10,20
242,Fiji,2020,2020,17306.0,598,20,50
242,Fiji,2020,2020,10186.0,145,50,100
242,Fiji,2020,2020,71529.0,213,100,200
246,Finland,1990,1990,614660.0,27114,1,2
246,Finland,1990,1990,1621469.0,41901,2,5
246,Finland,1990,1990,2395496.0,42786,5,10
246,Finland,1990,1990,3340276.0,47665,10,20
246,Finland,1990,1990,3393687.0,35108,20,50
246,Finland,1990,1990,708722.0,4311,50,100
246,Finland,1990,1990,264129.0,500,100,200
246,Finland,2000,1999,62800.0,2750,1,2
246,Finland,2000,1999,168550.0,5780,2,5
246,Finland,2000,1999,416110.0,11120,5,10
246,Finland,2000,1999,1092980.0,20220,10,20
246,Finland,2000,1999,2500220.0,30360,20,50
246,Finland,2000,1999,1196790.0,9270,50,100
246,Finland,2000,1999,428080.0,1700,100,200
246,Finland,2010,2010,326.0,474,0,1
246,Finland,2010,2010,664.0,966,1,2
246,Finland,2010,2010,5562.0,1471,2,3
246,Finland,2010,2010,5534.0,1464,3,4
246,Finland,2010,2010,5314.0,1405,4,5
246,Finland,2010,2010,59550.0,7970,5,10
246,Finland,2010,2010,197000.0,13340,10,20
246,Finland,2010,2010,706530.0,21730,20,50
246,Finland,2010,2010,746910.0,10840,50,100
246,Finland,2010,2010,563590.0,3820,100,200
246,Finland,2020,2020,96.0,194,0,1
246,Finland,2020,2020,194.0,396,1,2
246,Finland,2020,2020,739.0,190,2,3
246,Finland,2020,2020,735.0,189,3,4
246,Finland,2020,2020,706.0,181,4,5
246,Finland,2020,2020,44850.0,6140,5,10
246,Finland,2020,2020,129780.0,8810,10,20
246,Finland,2020,2020,462870.0,14090,20,50
246,Finland,2020,2020,654550.0,9250,50,100
246,Finland,2020,2020,987210.0,5950,100,200
250,France,1990,1988,36765.0,78685,0,1
250,France,1990,1988,100945.0,72248,1,2
250,France,1990,1988,381321.0,116684,2,5
250,France,1990,1988,812275.0,111925,5,10
250,France,1990,1988,2425937.0,166548,10,20
250,France,1990,1988,9348064.0,288055,20,50
250,France,1990,1988,8708912.0,128261,50,100
250,France,1990,1988,6781580.0,43714,100,200
250,France,2000,1999,212000.0,111740,1,2
250,France,2000,1999,395120.0,81620,2,5
250,France,2000,1999,564790.0,60510,5,10
250,France,2000,1999,1250550.0,71240,10,20
250,France,2000,1999,5176970.0,137800,20,50
250,France,2000,1999,9148280.0,122150,50,100
250,France,2000,1999,13149960.0,78750,100,200
250,France,2010,2010,20572.0,21933,0,1
250,France,2010,2010,41878.0,44647,1,2
250,France,2010,2010,69439.0,21249,2,3
250,France,2010,2010,69084.0,21141,3,4
250,France,2010,2010,66338.0,20300,4,5
250,France,2010,2010,332500.0,46640,5,10
250,France,2010,2010,718070.0,50150,10,20
250,France,2010,2010,3005490.0,88520,20,50
250,France,2010,2010,7059970.0,97780,50,100
250,France,2010,2010,16453960.0,94250,100,200
250,France,2020,2020,11342.0,12590,0,1
250,France,2020,2020,23088.0,25630,1,2
250,France,2020,2020,38397.0,11694,2,3
250,France,2020,2020,38201.0,11634,3,4
250,France,2020,2020,36682.0,11172,4,5
250,France,2020,2020,247640.0,34280,5,10
250,France,2020,2020,530560.0,36990,10,20
250,France,2020,2020,2175930.0,63920,20,50
250,France,2020,2020,5708590.0,77880,50,100
250,France,2020,2020,18554200.0,102740,100,200
254,French Guiana,1990,1989,392.0,729,0,1
254,French Guiana,1990,1989,1791.0,1403,1,2
254,French Guiana,1990,1989,5189.0,1902,2,5
254,French Guiana,1990,1989,1751.0,269,5,10
254,French Guiana,1990,1989,911.0,68,10,20
254,French Guiana,1990,1989,10608.0,109,20,50
258,French Polynesia,1990,1995,1561.0,4789,0,1
258,French Polynesia,1990,1995,1003.0,733,1,2
258,French Polynesia,1990,1995,1097.0,388,2,5
258,French Polynesia,1990,1995,898.0,139,5,10
258,French Polynesia,1990,1995,857.0,64,10,20
258,French Polynesia,1990,1995,13118.0,110,20,50
268,Georgia,2000,2003,213266.0,512445,0,1
268,Georgia,2000,2003,207570.0,167656,1,2
268,Georgia,2000,2003,108584.0,37872,2,5
268,Georgia,2000,2003,42663.0,6541,5,10
268,Georgia,2000,2003,35453.0,2685,10,20
268,Georgia,2000,2003,35833.0,1217,20,50
268,Georgia,2000,2003,33029.0,497,50,100
268,Georgia,2000,2003,42393.0,315,100,200
268,Georgia,2000,2003,71796.0,236,200,500
268,Georgia,2000,2003,96179.0,78,500,1000
268,Georgia,2010,2014,160395.0,468890,0,1
268,Georgia,2010,2014,161283.0,129989,1,2
268,Georgia,2010,2014,22674.0,22238,2,3
268,Georgia,2010,2014,58703.0,7835,3,4
268,Georgia,2010,2014,51094.0,3490,4,5
268,Georgia,2010,2014,30199.0,5099,5,10
268,Georgia,2010,2014,118356.0,1743,10,20
268,Georgia,2010,2014,25835.0,1011,20,50
268,Georgia,2010,2014,15030.0,546,50,100
268,Georgia,2010,2014,32310.0,434,100,200
268,Georgia,2010,2014,37546.0,393,200,500
268,Georgia,2010,2014,128863.0,127,500,1000
276,Germany,1990,1995,103000.0,90600,1,2
276,Germany,1990,1995,294800.0,88600,2,5
276,Germany,1990,1995,605300.0,84000,5,10
276,Germany,1990,1995,1457300.0,100000,10,20
276,Germany,1990,1995,4215000.0,132300,20,50
276,Germany,1990,1995,3506000.0,51600,50,100
276,Germany,1990,1995,6975500.0,19800,100,200
276,Germany,2000,1999,63885.0,37830,1,2
276,Germany,2000,1999,410018.0,79797,2,5
276,Germany,2000,1999,714453.0,73949,5,10
276,Germany,2000,1999,1578673.0,87368,10,20
276,Germany,2000,1999,4270457.0,114347,20,50
276,Germany,2000,1999,4078209.0,54311,50,100
276,Germany,2000,1999,2322179.0,16335,100,200
276,Germany,2000,1999,1540487.0,4787,200,500
276,Germany,2000,1999,1182704.0,1599,500,1000
276,Germany,2010,2010,4694.0,4698,0,1
276,Germany,2010,2010,9556.0,9562,1,2
276,Germany,2010,2010,13474.0,3962,2,3
276,Germany,2010,2010,13405.0,3942,3,4
276,Germany,2010,2010,12872.0,3785,4,5
276,Germany,2010,2010,343950.0,47310,5,10
276,Germany,2010,2010,945800.0,63160,10,20
276,Germany,2010,2010,2535020.0,76070,20,50
276,Germany,2010,2010,3628400.0,51620,50,100
276,Germany,2010,2010,9196880.0,33620,100,200
276,Germany,2020,2020,3258.0,3153,0,1
276,Germany,2020,2020,6632.0,6417,1,2
276,Germany,2020,2020,9054.0,2708,2,3
276,Germany,2020,2020,9007.0,2694,3,4
276,Germany,2020,2020,8649.0,2587,4,5
276,Germany,2020,2020,324740.0,44760,5,10
276,Germany,2020,2020,781040.0,52520,10,20
276,Germany,2020,2020,2032480.0,60990,20,50
276,Germany,2020,2020,3168720.0,44690,50,100
276,Germany,2020,2020,10234890.0,38100,100,200
300,Greece,1990,1995,315300.0,354500,1,2
300,Greece,1990,1995,786900.0,248700,2,5
300,Greece,1990,1995,818700.0,120000,5,10
300,Greece,1990,1995,731500.0,54000,10,20
300,Greece,1990,1995,625800.0,21800,20,50
300,Greece,1990,1995,172400.0,2700,50,100
300,Greece,1990,1995,127600.0,700,100,200
300,Greece,2000,1999,442040.0,400690,1,2
300,Greece,2000,1999,797380.0,226500,2,5
300,Greece,2000,1999,791000.0,109000,5,10
300,Greece,2000,1999,739860.0,52670,10,20
300,Greece,2000,1999,707980.0,23920,20,50
300,Greece,2000,1999,225720.0,3350,50,100
300,Greece,2000,1999,171200.0,930,100,200
300,Greece,2010,2009,101959.0,120950,0,1
300,Greece,2010,2009,207551.0,246210,1,2
300,Greece,2010,2009,195202.0,62307,2,3
300,Greece,2010,2009,194203.0,61988,3,4
300,Greece,2010,2009,186484.0,59525,4,5
300,Greece,2010,2009,603720.0,87770,5,10
300,Greece,2010,2009,622390.0,45580,10,20
300,Greece,2010,2009,758860.0,25520,20,50
300,Greece,2010,2009,356960.0,5480,50,100
300,Greece,2010,2009,1950180.0,1540,100,200
300,Greece,2020,2020,72818.0,81482,0,1
300,Greece,2020,2020,148232.0,165868,1,2
300,Greece,2020,2020,148978.0,47532,2,3
300,Greece,2020,2020,148216.0,47289,3,4
300,Greece,2020,2020,142325.0,45409,4,5
300,Greece,2020,2020,489390.0,71080,5,10
300,Greece,2020,2020,508680.0,37250,10,20
300,Greece,2020,2020,705640.0,23640,20,50
300,Greece,2020,2020,308860.0,4760,50,100
300,Greece,2020,2020,149740.0,990,100,200
308,Grenada,1990,1995,2583.0,15534,0,1
308,Grenada,1990,1995,1950.0,1372,1,2
308,Grenada,1990,1995,2791.0,978,2,5
308,Grenada,1990,1995,1598.0,243,5,10
308,Grenada,1990,1995,980.0,74,10,20
308,Grenada,1990,1995,4262.0,76,20,50
312,Guadeloupe,1990,1989,2409.0,5043,0,1
312,Guadeloupe,1990,1989,5926.0,4441,1,2
312,Guadeloupe,1990,1989,15393.0,5204,2,5
312,Guadeloupe,1990,1989,7539.0,1163,5,10
312,Guadeloupe,1990,1989,3489.0,272,10,20
312,Guadeloupe,1990,1989,11984.0,149,20,50
316,Guam,1990,1987,51.0,118,0,1
316,Guam,1990,1987,111.0,86,1,2
316,Guam,1990,1987,221.0,76,2,5
316,Guam,1990,1987,210.0,34,5,10
316,Guam,1990,1987,264.0,21,10,20
316,Guam,1990,1987,4458.0,16,20,50
316,Guam,2000,2002,18.0,46,0,1
316,Guam,2000,2002,27.0,24,1,2
316,Guam,2000,2002,119.0,42,2,5
316,Guam,2000,2002,142.0,24,5,10
316,Guam,2000,2002,117.0,10,10,20
316,Guam,2000,2002,243.0,7,20,50
316,Guam,2010,2007,25.0,43,0,1
316,Guam,2010,2007,26.0,15,1,2
316,Guam,2010,2007,24.0,10,2,3
316,Guam,2010,2007,23.0,5,3,4
316,Guam,2010,2007,28.0,5,4,5
316,Guam,2010,2007,279.0,25,5,10
316,Guam,2020,2018,78.0,149,0,1
316,Guam,2020,2018,67.0,40,1,2
316,Guam,2020,2018,56.0,24,2,3
316,Guam,2020,2018,33.0,8,3,4
316,Guam,2020,2018,26.0,5,4,5
316,Guam,2020,2018,730.0,38,5,10
320,Guatemala,2000,2003,435318.0,651874,0,1
320,Guatemala,2000,2003,251735.0,86759,1,2
320,Guatemala,2000,2003,359828.0,49570,2,5
320,Guatemala,2000,2003,345045.0,19833,5,10
320,Guatemala,2000,2003,200284.0,6243,10,20
320,Guatemala,2000,2003,1353840.0,15569,20,50
320,Guatemala,2000,2003,121327.0,245,50,100
320,Guatemala,2000,2003,109198.0,177,100,200
320,Guatemala,2000,2003,167520.0,203,200,500
320,Guatemala,2000,2003,247923.0,171,500,1000
324,Guinea,1990,1995,87884.0,150950,0,1
324,Guinea,1990,1995,200059.0,137247,1,2
324,Guinea,1990,1995,375193.0,123732,2,5
324,Guinea,1990,1995,232484.0,30239,5,10
332,Haiti,2010,2008,347798.0,649477,0,1
332,Haiti,2010,2008,252487.0,193293,1,2
332,Haiti,2010,2008,138174.0,79149,2,3
332,Haiti,2010,2008,107109.0,34974,3,4
332,Haiti,2010,2008,43202.0,9901,4,5
332,Haiti,2010,2008,43468.0,6435,5,10
332,Haiti,2010,2008,17512.0,1554,10,20
340,Honduras,1990,1993,280531.0,178250,2,5
340,Honduras,1990,1993,249098.0,52770,5,10
340,Honduras,1990,1993,369364.0,38770,10,20
340,Honduras,1990,1993,2738476.0,55960,20,50
348,Hungary,2010,2010,45460.0,135965,0,1
348,Hungary,2010,2010,92540.0,276775,1,2
348,Hungary,2010,2010,48359.0,15612,2,3
348,Hungary,2010,2010,48112.0,15532,3,4
348,Hungary,2010,2010,46199.0,14915,4,5
348,Hungary,2010,2010,183910.0,26540,5,10
348,Hungary,2010,2010,268840.0,19430,10,20
348,Hungary,2010,2010,472980.0,15390,20,50
348,Hungary,2010,2010,445860.0,6410,50,100
348,Hungary,2010,2010,3034080.0,7450,100,200
348,Hungary,2020,2020,20151.0,29928,0,1
348,Hungary,2020,2020,41019.0,60922,1,2
348,Hungary,2020,2020,43959.0,14057,2,3
348,Hungary,2020,2020,43734.0,13985,3,4
348,Hungary,2020,2020,41996.0,13429,4,5
348,Hungary,2020,2020,192650.0,27420,5,10
348,Hungary,2020,2020,270500.0,19540,10,20
348,Hungary,2020,2020,509270.0,16310,20,50
348,Hungary,2020,2020,561280.0,7980,50,100
348,Hungary,2020,2020,3197180.0,10230,100,200
352,Iceland,2010,2010,10.0,16,0,1
352,Iceland,2010,2010,20.0,34,1,2
352,Iceland,2010,2010,17.0,7,2,3
352,Iceland,2010,2010,17.0,7,3,4
352,Iceland,2010,2010,16.0,6,4,5
352,Iceland,2010,2010,110.0,20,5,10
352,Iceland,2010,2010,430.0,30,10,20
352,Iceland,2010,2010,4370.0,130,20,50
352,Iceland,2010,2010,16770.0,230,50,100
352,Iceland,2010,2010,1573920.0,2090,100,200
356,India,1990,1990,24894000.0,63388000,0,1
356,India,1990,1990,28827000.0,20092000,1,2
356,India,1990,1990,51223000.0,16817000,2,5
356,India,1990,1990,31903000.0,4686000,5,10
356,India,1990,1990,28660000.0,1654000,10,20
356,India,2000,2000,29806000.0,75390000,0,1
356,India,2000,2000,32129000.0,22687000,1,2
356,India,2000,2000,49788000.0,16639000,2,5
356,India,2000,2000,26579000.0,3948000,5,10
356,India,2000,2000,13220000.0,1004000,10,20
356,India,2000,2000,7872000.0,226000,20,50
356,India,2010,2010,35908000.0,92826000,0,1
356,India,2010,2010,35244000.0,24779000,1,2
356,India,2010,2010,23164000.0,9649000,2,3
356,India,2010,2010,14540000.0,4247000,3,4
356,India,2010,2010,10762000.0,2431000,4,5
356,India,2010,2010,23066000.0,3444000,5,10
356,India,2010,2010,10489000.0,799000,10,20
356,India,2010,2010,6418000.0,174000,20,50
356,India,2020,2015,37923353.0,100251309,0,1
356,India,2020,2015,36150710.0,25809332,1,2
356,India,2020,2015,23374742.0,9827676,2,3
356,India,2020,2015,14244565.0,4165538,3,4
356,India,2020,2015,10457933.0,2366241,4,5
356,India,2020,2015,21352494.0,3195239,5,10
356,India,2020,2015,9066528.0,693375,10,20
356,India,2020,2015,5247011.0,145031,20,50
360,Indonesia,1990,1993,5105398.0,13955905,0,1
360,Indonesia,1990,1993,4254082.0,3312218,1,2
360,Indonesia,1990,1993,5754989.0,2175575,2,5
360,Indonesia,1990,1993,1442915.0,232200,5,10
360,Indonesia,1990,1993,587652.0,37908,10,20
364,Iran (Islamic Republic of),1990,1993,310720.0,1662040,0,1
364,Iran (Islamic Republic of),1990,1993,544020.0,423150,1,2
364,Iran (Islamic Republic of),1990,1993,2001800.0,658330,2,5
364,Iran (Islamic Republic of),1990,1993,2897000.0,433550,5,10
364,Iran (Islamic Republic of),1990,1993,3547730.0,273940,10,20
364,Iran (Islamic Republic of),1990,1993,3449230.0,124420,20,50
364,Iran (Islamic Republic of),1990,1993,1300550.0,20650,50,100
364,Iran (Islamic Republic of),1990,1993,638650.0,5160,100,200
364,Iran (Islamic Republic of),1990,1993,769210.0,1710,200,500
364,Iran (Islamic Republic of),2000,2003,407070.0,2056727,0,1
364,Iran (Islamic Republic of),2000,2003,655129.0,522956,1,2
364,Iran (Islamic Republic of),2000,2003,2377091.0,797006,2,5
364,Iran (Islamic Republic of),2000,2003,3230892.0,491156,5,10
364,Iran (Islamic Republic of),2000,2003,3788275.0,295179,10,20
364,Iran (Islamic Republic of),2000,2003,3736337.0,135649,20,50
364,Iran (Islamic Republic of),2000,2003,1547657.0,24576,50,100
364,Iran (Islamic Republic of),2000,2003,836590.0,6723,100,200
364,Iran (Islamic Republic of),2000,2003,544556.0,2021,200,500
364,Iran (Islamic Republic of),2000,2003,196293.0,312,500,1000
364,Iran (Islamic Republic of),2010,2014,403061.0,1238159,0,1
364,Iran (Islamic Republic of),2010,2014,858305.0,389346,1,2
364,Iran (Islamic Republic of),2010,2014,746873.0,338798,2,3
364,Iran (Islamic Republic of),2010,2014,645310.0,292727,3,4
364,Iran (Islamic Republic of),2010,2014,562914.0,255350,4,5
364,Iran (Islamic Republic of),2010,2014,2873186.0,326630,5,10
364,Iran (Islamic Republic of),2010,2014,3114551.0,354069,10,20
364,Iran (Islamic Republic of),2010,2014,3548277.0,129265,20,50
364,Iran (Islamic Republic of),2010,2014,3724131.0,35065,50,100
372,Ireland,2000,2000,5210.0,3100,1,2
372,Ireland,2000,2000,37360.0,8570,2,5
372,Ireland,2000,2000,141680.0,16740,5,10
372,Ireland,2000,2000,543020.0,34290,10,20
372,Ireland,2000,2000,1864840.0,54670,20,50
372,Ireland,2000,2000,1366740.0,19540,50,100
372,Ireland,2000,2000,756120.0,4620,100,200
372,Ireland,2010,2010,830.0,728,0,1
372,Ireland,2010,2010,1690.0,1482,1,2
372,Ireland,2010,2010,9023.0,2502,2,3
372,Ireland,2010,2010,8977.0,2489,3,4
372,Ireland,2010,2010,8620.0,2390,4,5
372,Ireland,2010,2010,119420.0,15750,5,10
372,Ireland,2010,2010,500780.0,33580,10,20
372,Ireland,2010,2010,1802610.0,55360,20,50
372,Ireland,2010,2010,1389390.0,20760,50,100
372,Ireland,2010,2010,1150010.0,4720,100,200
372,Ireland,2020,2020,514.0,422,0,1
372,Ireland,2020,2020,1046.0,858,1,2
372,Ireland,2020,2020,7423.0,2064,2,3
372,Ireland,2020,2020,7385.0,2054,3,4
372,Ireland,2020,2020,7092.0,1972,4,5
372,Ireland,2020,2020,119980.0,15920,5,10
372,Ireland,2020,2020,457060.0,30870,10,20
372,Ireland,2020,2020,1627440.0,50390,20,50
372,Ireland,2020,2020,1339980.0,19760,50,100
372,Ireland,2020,2020,931050.0,5880,100,200
380,Italy,1990,1990,481722.0,997253,0,1
380,Italy,1990,1990,814640.0,590942,1,2
380,Italy,1990,1990,2210779.0,709845,2,5
380,Italy,1990,1990,2436234.0,354401,5,10
380,Italy,1990,1990,2747371.0,201321,10,20
380,Italy,1990,1990,3432212.0,114985,20,50
380,Italy,1990,1990,2217720.0,32722,50,100
380,Italy,1990,1990,8361678.0,21875,100,200
380,Italy,2000,2000,472729.0,986031,0,1
380,Italy,2000,2000,696959.0,496231,1,2
380,Italy,2000,2000,1674692.0,532431,2,5
380,Italy,2000,2000,1831387.0,262536,5,10
380,Italy,2000,2000,2200929.0,158495,10,20
380,Italy,2000,2000,3155271.0,103599,20,50
380,Italy,2000,2000,2136698.0,31288,50,100
380,Italy,2000,2000,7438429.0,20063,100,200
380,Italy,2010,2010,239485.0,269914,0,1
380,Italy,2010,2010,487505.0,549446,1,2
380,Italy,2010,2010,379581.0,121235,2,3
380,Italy,2010,2010,377639.0,120615,3,4
380,Italy,2010,2010,362629.0,115821,4,5
380,Italy,2010,2010,1295300.0,186150,5,10
380,Italy,2010,2010,1663480.0,120120,10,20
380,Italy,2010,2010,2685900.0,87610,20,50
380,Italy,2010,2010,1994070.0,29210,50,100
380,Italy,2010,2010,3370460.0,15490,100,200
380,Italy,2020,2020,138419.0,144233,0,1
380,Italy,2020,2020,281771.0,293607,1,2
380,Italy,2020,2020,293951.0,93383,2,3
380,Italy,2020,2020,292447.0,92905,3,4
380,Italy,2020,2020,280823.0,89212,4,5
380,Italy,2020,2020,1117350.0,159940,5,10
380,Italy,2020,2020,1517800.0,109310,10,20
380,Italy,2020,2020,2648400.0,85940,20,50
380,Italy,2020,2020,2202110.0,32160,50,100
380,Italy,2020,2020,3268150.0,17340,100,200
388,Jamaica,2000,1996,43459.0,130247,0,1
388,Jamaica,2000,1996,38215.0,28548,1,2
388,Jamaica,2000,1996,63762.0,22332,2,5
388,Jamaica,2000,1996,26217.0,3886,5,10
388,Jamaica,2000,1996,17732.0,1351,10,20
388,Jamaica,2000,1996,23774.0,795,20,50
388,Jamaica,2000,1996,18319.0,263,50,100
388,Jamaica,2000,1996,23165.0,164,100,200
388,Jamaica,2000,1996,152791.0,205,200,500
388,Jamaica,2010,2007,47712.0,151929,0,1
388,Jamaica,2010,2007,25633.0,13033,1,2
388,Jamaica,2010,2007,22588.0,11485,2,3
388,Jamaica,2010,2007,19959.0,10148,3,4
388,Jamaica,2010,2007,17830.0,9065,4,5
388,Jamaica,2010,2007,19721.0,2922,5,10
388,Jamaica,2010,2007,14251.0,954,10,20
388,Jamaica,2010,2007,16811.0,667,20,50
388,Jamaica,2010,2007,11742.0,170,50,100
388,Jamaica,2010,2007,13707.0,100,100,200
388,Jamaica,2010,2007,115854.0,140,200,500
392,Japan,1990,1995,1037000.0,2359000,0,1
392,Japan,1990,1995,948000.0,688000,1,2
392,Japan,1990,1995,894000.0,315000,2,5
392,Japan,1990,1995,316000.0,46000,5,10
392,Japan,1990,1995,287000.0,19000,10,20
392,Japan,1990,1995,423000.0,14000,20,50
392,Japan,1990,1995,215000.0,3000,50,100
392,Japan,2010,2015,24419.0,21099,0,1
392,Japan,2010,2015,159556.0,137865,1,2
392,Japan,2010,2015,314973.0,272153,2,3
392,Japan,2010,2015,435637.0,376413,3,4
392,Japan,2010,2015,519220.0,448634,4,5
392,Japan,2010,2015,354833.0,52229,5,10
392,Japan,2010,2015,349760.0,25396,10,20
392,Japan,2010,2015,604254.0,19677,20,50
392,Japan,2010,2015,406602.0,6121,50,100
392,Japan,2010,2015,282189.0,1590,100,200
392,Japan,2020,2020,302887.0,548556,0,1
